nominee,state,year,congress,name,democrat,senator_ideology,vote,pres.dem,sameprty,nom_ideology,reelection,opinion
breyer,SD,1994,103,pressler,0,0.216999993,1,1,0,0.474999994,0,77.49951844
breyer,TN,1994,103,mathews,1,-0.216999993,1,1,1,0.474999994,0,81.16038073
breyer,TN,1994,103,sasser,1,-0.287,1,1,1,0.474999994,1,81.16038073
breyer,TX,1994,103,gramm  phil,0,0.528999984,1,1,0,0.474999994,0,77.36954101
breyer,TX,1994,103,hutchison,1,0.333000004,1,1,0,0.474999994,1,77.36954101
breyer,UT,1994,103,hatch,0,0.375,1,1,0,0.474999994,1,74.71095299
breyer,UT,1994,103,bennett,0,0.300000012,1,1,0,0.474999994,0,74.71095299
breyer,VA,1994,103,warner,0,0.245000005,1,1,0,0.474999994,0,80.35983658
breyer,VA,1994,103,robb,1,-0.200000003,1,1,1,0.474999994,1,80.35983658
breyer,VT,1994,103,jeffords,0,-0.022,1,1,0,0.474999994,1,84.91343133
breyer,VT,1994,103,leahy,1,-0.375,1,1,1,0.474999994,0,84.91343133
breyer,WA,1994,103,gorton,0,0.209000006,1,1,0,0.474999994,1,87.03652607
breyer,WA,1994,103,murray,1,-0.356000006,1,1,1,0.474999994,0,87.03652607
breyer,WI,1994,103,kohl,1,-0.296000004,1,1,1,0.474999994,1,84.57281523
breyer,WI,1994,103,feingold,1,-0.59799999,1,1,0,0.474999994,0,84.57281523
breyer,WV,1994,103,byrd  rober,1,-0.207000002,1,1,1,0.474999994,1,85.50162233
breyer,WV,1994,103,rockefeller,1,-0.300999999,1,1,1,0.474999994,0,85.50162233
breyer,WY,1994,103,simpson,0,0.282000005,1,1,0,0.474999994,0,81.24907809
ginsburg,AK,1993,103,stevens,0,0.179000005,1,1,0,0.680000007,0,73.92808295
ginsburg,AK,1993,103,murkowski,0,0.316000015,1,1,0,0.680000007,0,73.92808295
ginsburg,AL,1993,103,heflin,1,0.012,1,1,1,0.680000007,0,69.10648813
ginsburg,AL,1993,103,shelby,1,0.071999997,1,1,1,0.680000007,0,69.10648813
ginsburg,AR,1993,103,pryor,1,-0.229000002,1,1,1,0.680000007,0,70.98706087
ginsburg,AR,1993,103,bumpers,1,-0.307000011,1,1,1,0.680000007,0,70.98706087
ginsburg,AZ,1993,103,mccain,0,0.298000008,1,1,0,0.680000007,0,77.2836666
ginsburg,AZ,1993,103,deconcini,1,-0.140000001,1,1,1,0.680000007,1,77.2836666
ginsburg,CA,1993,103,feinstein,1,-0.236000001,1,1,1,0.680000007,1,83.24685724
ginsburg,CA,1993,103,boxer,1,-0.462000012,1,1,1,0.680000007,0,83.24685724
ginsburg,CO,1993,103,brown  hank,0,0.488000005,1,1,0,0.680000007,0,80.955756
ginsburg,CO,1993,103,campbell,1,-0.144999996,1,1,1,0.680000007,0,80.955756
ginsburg,CT,1993,103,dodd,1,-0.331,1,1,1,0.680000007,0,83.64077879
ginsburg,CT,1993,103,lieberman,1,-0.218999997,1,1,1,0.680000007,1,83.64077879
ginsburg,DE,1993,103,roth  willi,0,0.238000005,1,1,0,0.680000007,1,78.10201296
ginsburg,DE,1993,103,biden,1,-0.335000008,1,1,1,0.680000007,0,78.10201296
ginsburg,FL,1993,103,mack,0,0.412,1,1,0,0.680000007,1,78.84284082
ginsburg,FL,1993,103,graham  bob,1,-0.215000004,1,1,1,0.680000007,0,78.84284082
ginsburg,GA,1993,103,nunn,1,-0.07,1,1,1,0.680000007,0,73.37315554
ginsburg,GA,1993,103,coverdell,0,0.363000005,1,1,0,0.680000007,0,73.37315554
ginsburg,HI,1993,103,inouye,1,-0.31400001,1,1,1,0.680000007,0,81.42065705
ginsburg,HI,1993,103,akaka,1,-0.381999999,1,1,1,0.680000007,1,81.42065705
ginsburg,IA,1993,103,grassley,0,0.289000005,1,1,0,0.680000007,0,80.42120863
ginsburg,IA,1993,103,harkin,1,-0.388000011,1,1,1,0.680000007,0,80.42120863
ginsburg,ID,1993,103,kempthorne,0,0.425999999,1,1,0,0.680000007,0,70.61568067
ginsburg,ID,1993,103,craig,0,0.477999985,1,1,0,0.680000007,0,70.61568067
ginsburg,IL,1993,103,"braun, carol",1,-0.372000009,1,1,1,0.680000007,0,83.3376971
ginsburg,IL,1993,103,simon,1,-0.432999998,1,1,1,0.680000007,0,83.3376971
ginsburg,IN,1993,103,coats,0,0.354000002,1,1,0,0.680000007,0,78.4358242
ginsburg,IN,1993,103,lugar,0,0.280999988,1,1,0,0.680000007,1,78.4358242
ginsburg,KS,1993,103,dole,0,0.321999997,1,1,0,0.680000007,0,78.56396187
ginsburg,KS,1993,103,kassebaum,0,0.135000005,1,1,0,0.680000007,0,78.56396187
ginsburg,KY,1993,103,ford  wende,1,-0.178000003,1,1,1,0.680000007,0,74.86546135
ginsburg,KY,1993,103,mcconnell,0,0.345999986,1,1,0,0.680000007,0,74.86546135
ginsburg,LA,1993,103,johnston  b,1,-0.104999997,1,1,1,0.680000007,0,70.46309943
ginsburg,LA,1993,103,breaux,1,-0.057,1,1,1,0.680000007,0,70.46309943
ginsburg,MA,1993,103,kerry  john,1,-0.363999993,1,1,1,0.680000007,0,83.2582818
ginsburg,MA,1993,103,kennedy  ed,1,-0.474000007,1,1,1,0.680000007,1,83.2582818
ginsburg,MD,1993,103,mikulski,1,-0.361999989,1,1,1,0.680000007,0,81.08993018
ginsburg,MD,1993,103,sarbanes,1,-0.432999998,1,1,1,0.680000007,1,81.08993018
ginsburg,ME,1993,103,cohen,0,0.035,1,1,0,0.680000007,0,77.36206255
ginsburg,ME,1993,103,mitchell  g,1,-0.344000012,1,1,1,0.680000007,1,77.36206255
ginsburg,MI,1993,103,levin  carl,1,-0.395000011,1,1,1,0.680000007,0,84.78060401
ginsburg,MN,1993,103,durenberger,0,0.032000002,1,1,0,0.680000007,1,81.62695041
ginsburg,MN,1993,103,wellstone,1,-0.64200002,1,1,1,0.680000007,0,81.62695041
ginsburg,MO,1993,103,bond,0,0.289999992,1,1,0,0.680000007,0,78.70441498
ginsburg,MO,1993,103,danforth,0,0.127000004,1,1,0,0.680000007,1,78.70441498
ginsburg,MS,1993,103,lott,0,0.384000003,1,1,0,0.680000007,1,69.40633879
ginsburg,MS,1993,103,cochran,0,0.254000008,1,1,0,0.680000007,0,69.40633879
ginsburg,MT,1993,103,baucus,1,-0.222000003,1,1,1,0.680000007,0,80.90362752
ginsburg,MT,1993,103,burns,0,0.34799999,1,1,0,0.680000007,1,80.90362752
ginsburg,NC,1993,103,helms,0,0.648000002,0,1,0,0.680000007,0,73.83386878
ginsburg,NC,1993,103,faircloth,0,0.620999992,1,1,0,0.680000007,0,73.83386878
ginsburg,ND,1993,103,conrad,1,-0.252000004,1,1,1,0.680000007,1,71.93138711
ginsburg,ND,1993,103,dorgan,1,-0.226999998,1,1,1,0.680000007,0,71.93138711
ginsburg,NE,1993,103,kerrey  rob,1,-0.229000002,1,1,1,0.680000007,1,78.41877989
ginsburg,NE,1993,103,exon,1,-0.108000003,1,1,1,0.680000007,0,78.41877989
ginsburg,NH,1993,103,smith  robe,0,0.617999971,0,1,0,0.680000007,0,79.50879027
ginsburg,NH,1993,103,gregg,0,0.386999995,1,1,0,0.680000007,0,79.50879027
ginsburg,NJ,1993,103,lautenberg,1,-0.404000014,1,1,1,0.680000007,1,83.91345684
ginsburg,NJ,1993,103,bradley,1,-0.379000008,1,1,1,0.680000007,0,83.91345684
ginsburg,NM,1993,103,bingaman,1,-0.236000001,1,1,1,0.680000007,1,78.37601479
ginsburg,NM,1993,103,domenici,0,0.231000006,1,1,0,0.680000007,0,78.37601479
ginsburg,NV,1993,103,reid,1,-0.222000003,1,1,1,0.680000007,0,79.99044155
ginsburg,NV,1993,103,bryan  rich,1,-0.214000002,1,1,1,0.680000007,1,79.99044155
ginsburg,NY,1993,103,moynihan,1,-0.344000012,1,1,1,0.680000007,1,84.12331731
ginsburg,NY,1993,103,damato,0,0.138999999,1,1,0,0.680000007,0,84.12331731
ginsburg,OH,1993,103,glenn,1,-0.279000014,1,1,1,0.680000007,0,83.52760597
ginsburg,OH,1993,103,metzenbaum,1,-0.518000007,1,1,1,0.680000007,1,83.52760597
ginsburg,OK,1993,103,boren,1,-0.050999999,1,1,1,0.680000007,0,72.13972067
ginsburg,OK,1993,103,nickles  do,0,0.481000006,0,1,0,0.680000007,0,72.13972067
ginsburg,OR,1993,103,hatfield,0,-0.063000001,1,1,0,0.680000007,0,81.41693972
ginsburg,OR,1993,103,packwood,0,0.039000001,1,1,0,0.680000007,0,81.41693972
ginsburg,PA,1993,103,specter,0,-0.005,1,1,0,0.680000007,0,80.93897704
ginsburg,PA,1993,103,wofford,1,-0.317999989,1,1,1,0.680000007,1,80.93897704
ginsburg,RI,1993,103,pell,1,-0.382999986,1,1,1,0.680000007,0,84.97534926
ginsburg,RI,1993,103,chafee,0,-0.016000001,1,1,0,0.680000007,1,84.97534926
ginsburg,SC,1993,103,thurmond,0,0.409000009,1,1,0,0.680000007,0,71.36062604
ginsburg,SC,1993,103,hollings,1,-0.152999997,1,1,1,0.680000007,0,71.36062604
ginsburg,SD,1993,103,pressler,0,0.216999993,1,1,0,0.680000007,0,72.06283358
ginsburg,SD,1993,103,daschle,1,-0.268999994,1,1,1,0.680000007,0,72.06283358
ginsburg,TN,1993,103,sasser,1,-0.287,1,1,1,0.680000007,1,71.74212183
ginsburg,TN,1993,103,mathews,1,-0.216999993,1,1,1,0.680000007,0,71.74212183
ginsburg,TX,1993,103,hutchison,1,0.333000004,1,1,0,0.680000007,1,73.27585796
ginsburg,TX,1993,103,gramm  phil,0,0.528999984,1,1,0,0.680000007,0,73.27585796
ginsburg,UT,1993,103,bennett,0,0.300000012,1,1,0,0.680000007,0,71.47300188
ginsburg,UT,1993,103,hatch,0,0.375,1,1,0,0.680000007,1,71.47300188
ginsburg,VA,1993,103,robb,1,-0.200000003,1,1,1,0.680000007,1,76.53980053
ginsburg,VA,1993,103,warner,0,0.245000005,1,1,0,0.680000007,0,76.53980053
ginsburg,VT,1993,103,leahy,1,-0.375,1,1,1,0.680000007,0,79.51746947
ginsburg,VT,1993,103,jeffords,0,-0.022,1,1,0,0.680000007,1,79.51746947
ginsburg,WA,1993,103,gorton,0,0.209000006,1,1,0,0.680000007,1,81.71851175
ginsburg,WA,1993,103,murray,1,-0.356000006,1,1,1,0.680000007,0,81.71851175
ginsburg,WI,1993,103,feingold,1,-0.59799999,1,1,0,0.680000007,0,81.63733298
ginsburg,WI,1993,103,kohl,1,-0.296000004,1,1,1,0.680000007,1,81.63733298
ginsburg,WV,1993,103,byrd  rober,1,-0.207000002,1,1,1,0.680000007,1,76.22286221
ginsburg,WV,1993,103,rockefeller,1,-0.300999999,1,1,1,0.680000007,0,76.22286221
ginsburg,WY,1993,103,simpson,0,0.282000005,1,1,0,0.680000007,0,76.6511721
ginsburg,WY,1993,103,wallop,0,0.559000015,1,1,0,0.680000007,1,76.6511721
miers,AK,2005,109,stevens,0,0.196999997,"NA",0,1,0.270000011,0,56.36706528
miers,AK,2005,109,murkowski,0,0.237000003,"NA",0,1,0.270000011,0,56.36706528
miers,AL,2005,109,sessions,0,0.465000004,"NA",0,1,0.270000011,0,57.05233803
miers,AL,2005,109,shelby,0,0.363999993,"NA",0,1,0.270000011,0,57.05233803
miers,AR,2005,109,pryor,1,-0.172000006,"NA",0,0,0.270000011,0,54.84656898
miers,AR,2005,109,lincoln,1,-0.138999999,"NA",0,0,0.270000011,0,54.84656898
miers,AZ,2005,109,mccain,0,0.291000009,"NA",0,1,0.270000011,0,55.7581013
miers,AZ,2005,109,kyl,0,0.514999986,"NA",0,1,0.270000011,1,55.7581013
miers,CA,2005,109,boxer,1,-0.449999988,"NA",0,0,0.270000011,0,37.87477553
miers,CA,2005,109,feinstein,1,-0.245000005,"NA",0,0,0.270000011,1,37.87477553
miers,CO,2005,109,salazar,1,-0.315499991,"NA",0,0,0.270000011,0,45.13860448
miers,CO,2005,109,allard,0,0.518999994,"NA",0,1,0.270000011,0,45.13860448
miers,CT,2005,109,dodd,1,-0.333999991,"NA",0,0,0.270000011,0,44.11778348
miers,CT,2005,109,lieberman,1,-0.222000003,"NA",0,0,0.270000011,1,44.11778348
miers,DE,2005,109,biden,1,-0.335000008,"NA",0,0,0.270000011,0,49.42211893
miers,DE,2005,109,carper,1,-0.135000005,"NA",0,0,0.270000011,1,49.42211893
miers,FL,2005,109,martinez,0,0.362500012,"NA",0,1,0.270000011,0,53.81608925
miers,FL,2005,109,nelson  cla,1,-0.119000003,"NA",0,0,0.270000011,1,53.81608925
miers,GA,2005,109,isakson,0,0.367000014,"NA",0,1,0.270000011,0,53.20745466
miers,GA,2005,109,chambliss,0,0.370999992,"NA",0,1,0.270000011,0,53.20745466
miers,HI,2005,109,akaka,1,-0.388999999,"NA",0,0,0.270000011,1,44.18248133
miers,HI,2005,109,inouye,1,-0.32100001,"NA",0,0,0.270000011,0,44.18248133
miers,IA,2005,109,harkin,1,-0.389999986,"NA",0,0,0.270000011,0,52.27913385
miers,IA,2005,109,grassley,0,0.294,"NA",0,1,0.270000011,0,52.27913385
miers,ID,2005,109,craig,0,0.48300001,"NA",0,1,0.270000011,0,63.55902965
miers,ID,2005,109,crapo,0,0.425000012,"NA",0,1,0.270000011,0,63.55902965
miers,IL,2005,109,obama,1,-0.315499991,"NA",0,0,0.270000011,0,51.45760943
miers,IL,2005,109,durbin,1,-0.351000011,"NA",0,0,0.270000011,0,51.45760943
miers,IN,2005,109,bayh,1,-0.177000001,"NA",0,0,0.270000011,0,57.46515991
miers,IN,2005,109,lugar,0,0.289999992,"NA",0,1,0.270000011,1,57.46515991
miers,KS,2005,109,roberts,0,0.377000004,"NA",0,1,0.270000011,0,54.4696633
miers,KS,2005,109,brownback,0,0.405999988,"NA",0,1,0.270000011,0,54.4696633
miers,KY,2005,109,mcconnell,0,0.361000001,"NA",0,1,0.270000011,0,51.81377846
miers,KY,2005,109,bunning,0,0.470999986,"NA",0,1,0.270000011,0,51.81377846
miers,LA,2005,109,vitter,0,0.419,"NA",0,1,0.270000011,0,60.75688528
miers,LA,2005,109,landrieu,1,-0.158000007,"NA",0,0,0.270000011,0,60.75688528
miers,MA,2005,109,kennedy  ed,1,-0.47299999,"NA",0,0,0.270000011,1,44.97980102
miers,MA,2005,109,kerry  john,1,-0.372999996,"NA",0,0,0.270000011,0,44.97980102
miers,MD,2005,109,mikulski,1,-0.365999997,"NA",0,0,0.270000011,0,40.43261903
miers,MD,2005,109,sarbanes,1,-0.437000006,"NA",0,0,0.270000011,1,40.43261903
miers,ME,2005,109,snowe,0,0.088,"NA",0,1,0.270000011,1,55.21966999
miers,ME,2005,109,collins,0,0.093999997,"NA",0,1,0.270000011,0,55.21966999
miers,MI,2005,109,stabenow,1,-0.296000004,"NA",0,0,0.270000011,1,49.66346023
miers,MI,2005,109,levin  carl,1,-0.400000006,"NA",0,0,0.270000011,0,49.66346023
miers,MN,2005,109,dayton,1,-0.398000002,"NA",0,0,0.270000011,1,54.3471367
miers,MN,2005,109,coleman,0,0.226999998,"NA",0,1,0.270000011,0,54.3471367
miers,MO,2005,109,talent,0,0.377999991,"NA",0,1,0.270000011,1,56.17553944
miers,MO,2005,109,bond,0,0.298000008,"NA",0,1,0.270000011,0,56.17553944
miers,MS,2005,109,lott,0,0.386000007,"NA",0,1,0.270000011,1,60.58265728
miers,MS,2005,109,cochran,0,0.266000003,"NA",0,1,0.270000011,0,60.58265728
miers,MT,2005,109,baucus,1,-0.218999997,"NA",0,0,0.270000011,0,46.47716095
miers,MT,2005,109,burns,0,0.35800001,"NA",0,1,0.270000011,1,46.47716095
miers,NC,2005,109,burr,0,0.372000009,"NA",0,1,0.270000011,0,54.27363929
miers,NC,2005,109,dole,0,0.326999992,"NA",0,1,0.270000011,0,54.27363929
miers,ND,2005,109,conrad,1,-0.254999995,"NA",0,0,0.270000011,1,65.02622309
miers,ND,2005,109,dorgan,1,-0.236000001,"NA",0,0,0.270000011,0,65.02622309
miers,NE,2005,109,nelson  ben,1,-0.002,"NA",0,0,0.270000011,1,59.62879534
miers,NE,2005,109,hagel,0,0.31400001,"NA",0,1,0.270000011,0,59.62879534
miers,NH,2005,109,gregg,0,0.375,"NA",0,1,0.270000011,0,50.21703381
miers,NH,2005,109,sununu,0,0.449000001,"NA",0,1,0.270000011,0,50.21703381
miers,NJ,2005,109,lautenberg,1,-0.409000009,"NA",0,0,0.270000011,0,43.67566921
miers,NJ,2005,109,menendez,1,-0.323000014,"NA",0,0,0.270000011,1,43.67566921
miers,NM,2005,109,bingaman,1,-0.240999997,"NA",0,0,0.270000011,1,53.2842525
miers,NM,2005,109,domenici,0,0.246000007,"NA",0,1,0.270000011,0,53.2842525
miers,NV,2005,109,reid,1,-0.238000005,"NA",0,0,0.270000011,0,49.32042501
miers,NV,2005,109,ensign,0,0.368000001,"NA",0,1,0.270000011,1,49.32042501
miers,NY,2005,109,clinton,1,-0.375999987,"NA",0,0,0.270000011,1,43.46917388
miers,NY,2005,109,schumer,1,-0.342000008,"NA",0,0,0.270000011,0,43.46917388
miers,OH,2005,109,voinovich,0,0.257999986,"NA",0,1,0.270000011,0,52.95684539
miers,OH,2005,109,dewine,0,0.268999994,"NA",0,1,0.270000011,1,52.95684539
miers,OK,2005,109,inhofe,0,0.512000024,"NA",0,1,0.270000011,0,63.07967602
miers,OK,2005,109,coburn,0,0.606000006,"NA",0,1,0.270000011,0,63.07967602
miers,OR,2005,109,wyden,1,-0.296000004,"NA",0,0,0.270000011,0,41.99681836
miers,OR,2005,109,smith  gord,0,0.196999997,"NA",0,1,0.270000011,0,41.99681836
miers,PA,2005,109,specter,0,0.014,"NA",0,1,0.270000011,0,49.52321737
miers,PA,2005,109,santorum,0,0.335000008,"NA",0,1,0.270000011,1,49.52321737
miers,RI,2005,109,reed,1,-0.393000007,"NA",0,0,0.270000011,0,44.24413769
miers,RI,2005,109,chafee,0,-0.008,"NA",0,1,0.270000011,0,44.24413769
miers,SC,2005,109,graham,0,0.374000013,"NA",0,1,0.270000011,0,56.48715756
miers,SC,2005,109,demint,0,0.546999991,"NA",0,1,0.270000011,0,56.48715756
miers,SD,2005,109,thune,0,0.298000008,"NA",0,1,0.270000011,0,62.48485333
miers,SD,2005,109,johnson,1,-0.211999997,"NA",0,0,0.270000011,0,62.48485333
miers,TN,2005,109,alexander,0,0.319999993,"NA",0,1,0.270000011,0,56.46268306
miers,TN,2005,109,frist,0,0.331999987,"NA",0,1,0.270000011,1,56.46268306
miers,TX,2005,109,cornyn,0,0.43599999,"NA",0,1,0.270000011,1,59.54458563
miers,TX,2005,109,hutchison,0,0.326000005,"NA",0,1,0.270000011,1,59.54458563
miers,UT,2005,109,hatch,0,0.379999995,"NA",0,1,0.270000011,1,64.01129658
miers,UT,2005,109,bennett,0,0.312999994,"NA",0,1,0.270000011,0,64.01129658
miers,VA,2005,109,warner,0,0.25,"NA",0,1,0.270000011,0,54.5422336
miers,VA,2005,109,allen,0,0.374000013,"NA",0,1,0.270000011,1,54.5422336
miers,VT,2005,109,leahy,1,-0.377000004,"NA",0,0,0.270000011,0,50.36906804
miers,VT,2005,109,jeffords,1,-0.246000007,"NA",0,0,0.270000011,1,50.36906804
miers,WA,2005,109,murray,1,-0.342000008,"NA",0,0,0.270000011,0,41.10182848
miers,WA,2005,109,cantwell,1,-0.25999999,"NA",0,0,0.270000011,1,41.10182848
miers,WI,2005,109,feingold,1,-0.573000014,"NA",0,0,0.270000011,0,52.25994032
miers,WI,2005,109,kohl,1,-0.293000013,"NA",0,0,0.270000011,1,52.25994032
miers,WV,2005,109,rockefeller,1,-0.310000002,"NA",0,0,0.270000011,0,49.63522099
miers,WV,2005,109,byrd  rober,1,-0.231999993,"NA",0,0,0.270000011,1,49.63522099
miers,WY,2005,109,enzi,0,0.476000011,"NA",0,1,0.270000011,0,53.80795898
miers,WY,2005,109,thomas,0,0.437999994,"NA",0,1,0.270000011,1,53.80795898
oconnor,AK,1981,97,stevens  t,0,0.179000005,1,0,1,0.414999992,0,91.27118063
oconnor,AK,1981,97,murkowski,0,0.316000015,1,0,1,0.414999992,0,91.27118063
oconnor,AL,1981,97,denton  j,0,0.458999991,1,0,1,0.414999992,0,87.52859572
oconnor,AL,1981,97,heflin  h,1,0.012,1,0,0,0.414999992,0,87.52859572
oconnor,AR,1981,97,bumpers  d,1,-0.307000011,1,0,0,0.414999992,0,87.53077937
oconnor,AR,1981,97,pryor  d,1,-0.229000002,1,0,0,0.414999992,0,87.53077937
oconnor,AZ,1981,97,deconcini,1,-0.140000001,1,0,0,0.414999992,1,91.04939449
oconnor,AZ,1981,97,goldwater,0,0.597000003,1,0,1,0.414999992,0,91.04939449
oconnor,CA,1981,97,hayakawa  s,0,0.35800001,1,0,1,0.414999992,1,91.24768335
oconnor,CA,1981,97,cranston  a,1,-0.423999995,1,0,0,0.414999992,0,91.24768335
oconnor,CO,1981,97,armstrong,0,0.507000029,1,0,1,0.414999992,0,91.42260041
oconnor,CO,1981,97,hart  g,1,-0.416000009,1,0,0,0.414999992,0,91.42260041
oconnor,CT,1981,97,weicker  l,0,-0.072999999,1,0,1,0.414999992,1,90.92032987
oconnor,CT,1981,97,dodd  c jr,1,-0.331,1,0,0,0.414999992,0,90.92032987
oconnor,DE,1981,97,roth  w,0,0.238000005,1,0,1,0.414999992,1,88.5628403
oconnor,DE,1981,97,biden  j,1,-0.335000008,1,0,0,0.414999992,0,88.5628403
oconnor,FL,1981,97,chiles  l,1,-0.157000005,1,0,0,0.414999992,1,88.51372667
oconnor,FL,1981,97,hawkins  p,0,0.174999997,1,0,1,0.414999992,0,88.51372667
oconnor,GA,1981,97,mattingly,0,0.323000014,1,0,1,0.414999992,0,87.68047516
oconnor,GA,1981,97,nunn  s,1,-0.07,1,0,0,0.414999992,0,87.68047516
oconnor,HI,1981,97,matsunaga,1,-0.404000014,1,0,0,0.414999992,1,91.24649817
oconnor,HI,1981,97,inouye  d,1,-0.31400001,1,0,0,0.414999992,0,91.24649817
oconnor,IA,1981,97,jepsen  r,0,0.303000003,1,0,1,0.414999992,0,90.56718294
oconnor,IA,1981,97,grassley  c,0,0.289000005,1,0,1,0.414999992,0,90.56718294
oconnor,ID,1981,97,symms  s,0,0.671999991,1,0,1,0.414999992,0,90.93819681
oconnor,ID,1981,97,mcclure  j,0,0.474000007,1,0,1,0.414999992,0,90.93819681
oconnor,IL,1981,97,dixon  a,1,-0.138999999,1,0,0,0.414999992,0,90.43831693
oconnor,IL,1981,97,percy  c,0,-0.01,1,0,1,0.414999992,0,90.43831693
oconnor,IN,1981,97,lugar  r,0,0.280999988,1,0,1,0.414999992,1,90.18972686
oconnor,IN,1981,97,quayle  j d,0,0.439999998,1,0,1,0.414999992,0,90.18972686
oconnor,KS,1981,97,kassebaum,0,0.135000005,1,0,1,0.414999992,0,90.79566434
oconnor,KS,1981,97,dole  r,0,0.321999997,1,0,1,0.414999992,0,90.79566434
oconnor,KY,1981,97,ford  w,1,-0.178000003,1,0,0,0.414999992,0,87.63720642
oconnor,KY,1981,97,huddleston,1,-0.241999999,1,0,0,0.414999992,0,87.63720642
oconnor,LA,1981,97,johnston  j,1,-0.104999997,1,0,0,0.414999992,0,87.60642896
oconnor,LA,1981,97,long  r,1,-0.086999997,1,0,0,0.414999992,0,87.60642896
oconnor,MA,1981,97,kennedy  e,1,-0.474000007,1,0,0,0.414999992,1,91.01967442
oconnor,MA,1981,97,tsongas  p,1,-0.432999998,1,0,0,0.414999992,0,91.01967442
oconnor,MD,1981,97,mathias  c,0,-0.135000005,1,0,1,0.414999992,0,88.57411325
oconnor,MD,1981,97,sarbanes  p,1,-0.432999998,1,0,0,0.414999992,1,88.57411325
oconnor,ME,1981,97,mitchell  g,1,-0.344000012,1,0,0,0.414999992,1,90.54052867
oconnor,ME,1981,97,cohen  w,0,0.035,1,0,1,0.414999992,0,90.54052867
oconnor,MI,1981,97,riegle  d,1,-0.402999997,1,0,0,0.414999992,1,90.35408925
oconnor,MI,1981,97,levin  c,1,-0.395000011,1,0,0,0.414999992,0,90.35408925
oconnor,MN,1981,97,boschwitz,0,0.188999996,1,0,1,0.414999992,0,90.85271294
oconnor,MN,1981,97,durenberger,0,0.032000002,1,0,1,0.414999992,1,90.85271294
oconnor,MO,1981,97,danforth  j,0,0.127000004,1,0,1,0.414999992,1,90.18481771
oconnor,MO,1981,97,eagleton  t,1,-0.35800001,1,0,0,0.414999992,0,90.18481771
oconnor,MS,1981,97,cochran  t,0,0.254000008,1,0,1,0.414999992,0,87.30771221
oconnor,MS,1981,97,stennis  j,1,0.055,1,0,0,0.414999992,1,87.30771221
oconnor,MT,1981,97,melcher  j,1,-0.280000001,1,0,0,0.414999992,1,91.01411277
oconnor,NC,1981,97,east  j,0,0.579999983,1,0,1,0.414999992,0,87.70985919
oconnor,NC,1981,97,helms  j,0,0.648000002,1,0,1,0.414999992,0,87.70985919
oconnor,ND,1981,97,andrews  m,0,0.096000001,1,0,1,0.414999992,0,90.69289473
